state,lat_min,lat_max,lng_min,lng_max,pop_sum,male_pop_sum,female_pop_sum,rent_mean_mean,rent_mean_median,rent_median_mean,rent_median_median,rent_stdev_mean,rent_gt_10_mean,rent_gt_10_median,rent_gt_20_mean,rent_gt_20_median,rent_gt_30_mean,rent_gt_30_median,rent_gt_40_mean,rent_gt_40_median,rent_gt_50_mean,rent_gt_50_median,hi_mean_mean,hi_mean_median,hi_median_mean,hi_median_median,hi_stdev_mean,family_mean_mean,family_mean_median,family_median_mean,family_median_median,family_stdev_mean,hc_mortgage_mean_mean,hc_mortgage_mean_median,hc_mortgage_median_mean,hc_mortgage_median_median,hc_mortgage_stdev_mean,hc_mean_mean,hc_mean_median,hc_median_mean,hc_median_median,hc_stdev_mean,home_equity_second_mortgage_mean,home_equity_second_mortgage_median,second_mortgage_mean,second_mortgage_median,home_equity_mean,home_equity_median,debt_mean,debt_median,second_mortgage_cdf_mean,second_mortgage_cdf_median,home_equity_cdf_mean,home_equity_cdf_median,debt_cdf_mean,debt_cdf_median,hs_degree_mean,hs_degree_median,hs_degree_male_mean,hs_degree_male_median,hs_degree_female_mean,hs_degree_female_median,male_age_mean_mean,male_age_mean_median,male_age_median_mean,male_age_median_median,male_age_stdev_mean,female_age_mean_mean,female_age_mean_median,female_age_median_mean,female_age_median_median,female_age_stdev_mean,married_mean,married_median,separated_mean,separated_median,divorced_mean,divorced_median,physically_active,obesity_percentage,totalScore,n_restaurants
New Hampshire,42.703784999999996,45.058548200000004,-72.50482209999998,-70.74063509999999,694959,344063,350896,1103.8677740384617,1067.125605,1067.2051282051282,1008.5,420.816381282051,0.965309294871795,0.9849950000000001,0.754872371794872,0.75788,0.4722379487179488,0.47903,0.3137253846153847,0.30422499999999997,0.228625064102564,0.218415,82587.12245551284,81978.47073,68960.03846153847,68294.0,61500.11769294871,92588.66907416665,91329.28471499999,82671.17307692308,81041.5,56144.367086666694,1929.0636271794874,1909.5625149999998,1850.8076923076924,1826.0,694.2290260897438,783.1562418589743,770.0460700000001,760.2307692307693,746.5,281.8362250641026,0.023849871794871788,0.021740000000000002,0.027577499999999994,0.024905,0.13075788461538457,0.1263,0.674453782051282,0.6791400000000001,0.4308627564102567,0.39546,0.34388185897435913,0.32914,0.42781211538461533,0.41824,0.9158367948717946,0.9298500000000001,0.9067426282051281,0.91542,0.9248089102564107,0.93824,40.34970294871795,40.256835,41.74946602564101,42.666664999999995,21.765753974358976,42.07476423076922,42.20942,43.297542500000006,44.541664999999995,22.247053269230765,0.5422879487179487,0.556805,0.009911538461538465,0.00659,0.1122489743589743,0.10835,0.214,0.29600000000000004,52.37,610
New Jersey,38.9476904,41.2656171,-75.511333,-73.91689620000001,4482520,2182652,2299868,1394.1532689526687,1301.08412,1349.9738167170192,1255.0,500.86944297079526,0.9645183282980864,0.98251,0.7718687713997977,0.78959,0.531996565961732,0.53889,0.37783609264854007,0.36875,0.2796206747230614,0.26866999999999996,91777.35789414836,88871.450775,77882.09318637275,73794.0,66247.30595397792,100504.3775388166,99284.67577,91938.06318956871,89114.0,58870.36004257783,2425.9022634843936,2395.0336199999997,2381.4914400805637,2332.0,804.1118221852971,994.3158182388655,982.91315,993.4868421052631,972.5,300.0207531781378,0.02106220543806642,0.015280000000000002,0.027629848942598182,0.02101,0.1245636354481369,0.12525999999999998,0.6917672004028196,0.70047,0.4882596878147023,0.43415,0.3778883786505541,0.33321,0.38814513595166183,0.36699,0.879477604373757,0.91124,0.876934616915422,0.91143,0.8825398604187425,0.91307,38.7415503283582,38.58882,39.13714758208958,39.08333,21.327977592039833,41.012431485543345,40.62257,41.572864855433686,41.58333,22.056656590229295,0.5240188756218899,0.54214,0.016757820895522392,0.01141,0.06993234825870638,0.06523,0.21899999999999997,0.257,58.1,4059
New Mexico,31.793092600000005,36.8624527,-108.87790459999998,-103.108672,1203128,595608,607520,872.7725960975611,808.7789,820.397212543554,759.0,339.3731397560977,0.943208292682927,0.9709700000000001,0.7085591986062717,0.7368399999999999,0.4903181881533102,0.5052300000000001,0.3430516027874564,0.33831,0.2515808710801394,0.24606999999999998,61163.33359871081,56875.18592999999,47949.216027874565,43110.0,51003.265164320546,69747.7035507666,64383.98191,59273.33449477352,54043.0,48070.610718850156,1292.7429830419567,1224.21436,1206.3636363636363,1150.5,531.0607443006991,371.5709400350875,358.19286,341.90526315789475,335.0,175.7366702105263,0.021842132867132876,0.014620000000000001,0.02377132867132868,0.016415,0.057179895104895115,0.049420000000000006,0.5490361888111887,0.56675,0.5446272377622379,0.480125,0.6528816083916086,0.67782,0.6335489160839162,0.6669350000000001,0.8385952613240418,0.8607299999999999,0.8292456445993033,0.8464799999999999,0.8471733449477358,0.87789,38.75755188153306,38.59346,38.37746794425088,37.5,21.97989979094078,40.35117271777004,39.86665,40.477932404181175,40.25,22.6139636933798,0.48846794425087053,0.49015,0.014988432055749115,0.01057,0.11806512195121951,0.11219000000000001,0.23199999999999998,0.32299999999999995,43.35,610
New York,40.5086733,45.0045206,-79.6041528,-72.1087437,10394107,5032257,5361850,1256.308767088808,1231.43368,1212.6865790521704,1178.0,482.11492526881716,0.9568013938669853,0.97354,0.754848231780166,0.77507,0.5307770967741943,0.53875,0.3809986459577863,0.37644,0.29228876941457604,0.28570999999999996,78367.22317290812,72600.35887000001,64298.50615812475,58481.0,60419.37508034557,86851.42094912351,81654.828285,77321.82231075698,70010.0,55032.957089816766,2226.739801024171,2338.2844,2180.2560426054897,2264.0,790.9311962556319,785.579669189302,753.23162,770.2641975308642,719.0,305.0362915144022,0.016953787388843993,0.008135,0.0215080274858529,0.011625,0.10070679062247379,0.09396,0.6236796038803563,0.6375649999999999,0.5999436782538408,0.524205,0.4863584236054963,0.46884499999999996,0.5110033912691992,0.516535,0.8471036808846758,0.8790850000000001,0.8429808860759502,0.8722,0.8518782567353398,0.885925,38.17734158560695,38.602509999999995,37.60857384341634,38.08333,21.28190675761173,40.47469106534655,40.73041,40.34861385346531,40.91667,22.06453475247527,0.48590671807038416,0.50635,0.022074598655595138,0.0166,0.0735667022538554,0.06899,0.198,0.276,57.35,10577
North Carolina,33.8937359,36.5406504,-84.176843,-75.571597,5184944,2526445,2658499,883.8010260434781,821.382785,834.3678260869565,764.0,332.66337309565193,0.9609028608695662,0.97929,0.7314871217391309,0.75271,0.48889460869565254,0.49773,0.33655029565217387,0.33604500000000004,0.2421177913043479,0.23241499999999998,63556.85826135425,57308.867495,50759.140625,44941.0,51103.21265523444,72904.91749233508,66194.144065,62714.93576388889,55516.5,48703.37965670999,1368.1022649082981,1276.30493,1266.4733624454148,1176.0,571.2629354323136,431.7456086625872,403.83500499999997,402.03583916083915,374.5,183.66681152972026,0.023332090592334497,0.017905,0.02749620209059236,0.021865000000000002,0.11723560975609766,0.10753499999999999,0.6473513327526124,0.6459950000000001,0.45616562717770065,0.4256,0.41158653310104537,0.408165,0.4799148606271774,0.497425,0.8552495254529754,0.86387,0.838657765314928,0.84878,0.8706012900432901,0.8805200000000001,38.37014683347718,38.37684,38.56478293356343,38.75,21.516242847282154,40.65856397058822,40.7862,41.19341108996542,41.375,22.150503313148803,0.5420529594477999,0.55935,0.02795720448662641,0.02301,0.09594254529767052,0.09235,0.188,0.33,53.69,6960
North Dakota,46.068110299999994,48.913122200000004,-103.8446117,-96.704712,368821,188536,180285,753.6154895454545,696.912705,680.1272727272727,637.5,355.34819318181815,0.8728641818181815,0.89815,0.5693305454545455,0.5750850000000001,0.3383185454545456,0.348845,0.2183946363636364,0.20853500000000003,0.1614317272727273,0.15396500000000002,69608.64013981816,68582.609855,55717.86363636364,54008.0,56791.0700860909,82007.38182563636,82715.158965,71436.09090909091,70834.5,53663.50657709087,1227.980008165137,1198.6105699999998,1141.3853211009175,1116.0,509.29994688073396,441.4516695370371,434.64559499999996,414.1666666666667,408.0,193.01609675925923,0.015273577981651371,0.00811,0.017642385321100913,0.01031,0.057256513761467884,0.03803,0.47814752293577967,0.47495,0.6027819266055047,0.53481,0.654168623853211,0.72952,0.741823394495413,0.81315,0.9063650909090909,0.9097850000000001,0.8982520909090911,0.8998600000000001,0.9148569090909086,0.913845,38.470019363636375,38.598315,37.67272736363636,36.708335000000005,21.94430936363637,40.35234545454547,40.85955,39.82651572727273,41.33333,23.31052672727274,0.5199742727272728,0.5368850000000001,0.008519363636363636,0.00442,0.09471500000000001,0.09304499999999999,0.171,0.35100000000000003,65.62,446
Ohio,38.4246554,41.9581574,-84.7848791,-80.53854150000001,6139531,3010888,3128643,820.9505011038535,763.29436,780.2442847811888,726.0,313.8460582429787,0.9536130764206405,0.9687899999999999,0.715917139124754,0.72938,0.4729398563030699,0.47508,0.3288488634879166,0.32492,0.24450018288700198,0.22913000000000003,62265.75161940566,58403.6681,50582.193337687786,47178.0,48543.87972753758,71792.88641245248,68079.04872,62223.22890778287,58901.0,46397.68529425119,1296.9169207682214,1221.60712,1221.091923834537,1147.0,505.008463000655,480.3875316160946,446.127365,455.061345646438,422.0,185.06450979551488,0.02829493762311228,0.02326,0.03231848325673013,0.02659,0.12168290873276423,0.11977,0.6402766841759688,0.64604,0.4197907091267234,0.37965,0.3833551871306626,0.35505,0.4940783716349312,0.49733,0.8793032615786044,0.8985299999999999,0.8734216438356159,0.89454,0.8854871064663615,0.90396,38.659835838225675,38.9215,38.53772562296151,39.0,21.94125638617089,40.90969898105812,41.13303,41.25283041802742,41.91667,22.702585591116904,0.49293165688193086,0.52257,0.016843091976516622,0.01172,0.11556544031311157,0.11135999999999999,0.183,0.34,48.19,9026
Oklahoma,33.8039777,36.958742,-102.50294559999999,-94.4848687,2022316,1003736,1018580,792.4489509800358,734.27178,746.8130671506352,697.0,306.83658880217786,0.9383308711433759,0.9507,0.6746803085299463,0.6893199999999999,0.43862990925589845,0.44348000000000004,0.2930006896551723,0.29181,0.2116257168784029,0.20354,59357.674294954624,55670.98146,47494.24319419238,43470.0,48294.898917604274,68086.28545408348,64565.576779999996,58386.55716878403,54805.0,45830.58325411976,1180.5957373394488,1108.3115599999999,1088.8,1012.0,476.9311458899081,409.64734042279406,378.94338500000003,383.09007352941177,351.5,175.96112911764695,0.01943625228519197,0.01385,0.021525082266910432,0.0171,0.04308625228519195,0.0366,0.551395027422303,0.5491,0.5175320840950637,0.47348,0.709456544789763,0.7357199999999999,0.6441661425959778,0.6997899999999999,0.8564822504537215,0.8718299999999999,0.8477545916515429,0.8648299999999999,0.865992903811252,0.8795299999999999,37.45743384754992,37.6846,36.70462796733211,36.5,21.846182686025397,39.22686021778585,39.803509999999996,38.67362377495462,38.91667,22.608695589836646,0.5208950635208711,0.54583,0.019681125226860267,0.0155,0.12946090744101643,0.12712,0.159,0.348,38.89,3002
Oregon,42.061756700000004,46.1921396,-124.3721727,-116.9537855,2162139,1070676,1091463,1024.740688565122,981.70715,951.6136865342163,907.0,416.33756015452525,0.968763620309051,0.98208,0.7660558498896252,0.77876,0.5265834216335546,0.5283800000000001,0.36901130242825586,0.37245,0.27570624724061804,0.27574,67380.89904269319,62319.68667999999,54624.81456953642,50003.0,53505.884591081696,76947.11590878593,71096.95529,67154.43708609272,61451.0,50706.054309183215,1648.0804915452538,1576.56894,1568.6467991169977,1507.0,635.0988399779252,515.1424395143486,491.57372000000004,490.3664459161148,470.0,202.44606046357606,0.03474192052980134,0.028069999999999998,0.04013207505518765,0.032,0.11725320088300213,0.11244000000000001,0.6668085651214128,0.6826399999999999,0.36172075055187625,0.33021,0.39927094922737294,0.38642,0.43844684326710814,0.40998999999999997,0.8974575717439286,0.9116299999999999,0.8908887858719653,0.9032399999999999,0.9040794260485658,0.9195200000000001,39.666205342163366,39.186409999999995,40.01986770419426,39.25,21.757050264900663,41.317063907284734,41.44598,41.698859492273705,41.83333,22.313209558498887,0.5241430905077266,0.54491,0.015694724061810165,0.01069,0.11889331125827814,0.11571,0.223,0.299,48.05,2942
Pennsylvania,39.7300245,42.16572360000001,-80.5157305,-74.6996707,6786776,3315641,3471135,947.2330702387886,880.6911699999999,899.412929528247,828.0,363.59085431566695,0.9494512754804885,0.9697,0.7204446884100173,0.7346600000000001,0.48559550960978437,0.48047,0.33556242283051824,0.32061,0.2472929237041354,0.22978,69082.24317102082,64438.935885,56378.473897911834,52179.5,53402.23112794078,79925.03523914907,75263.66088000001,70179.7465034965,64941.0,50199.035833438225,1502.826940960749,1401.39887,1418.3280609256005,1307.0,591.1854972231987,558.2084016296731,517.4474,531.2844626168225,490.5,217.75810578855183,0.01953864880605707,0.015319999999999999,0.02401651135701807,0.01964,0.11243202679091455,0.10824,0.6016824403028541,0.61095,0.48890135119394296,0.44783999999999996,0.41783313919627324,0.40495,0.5640055387303432,0.57619,0.8875132173913048,0.90384,0.8835108705745796,0.9025200000000001,0.8927365621370491,0.90906,39.46592958212409,39.91115,39.45627776552523,40.41667,21.902649257109683,41.933934715447165,42.333394999999996,42.23219114982584,43.41667,22.711011109175356,0.5025535287289608,0.5376,0.020837504352872897,0.01707,0.08853911781775986,0.0845,0.209,0.309,50.54,6077
Rhode Island,41.356523700000004,42.0126686,-71.8240831,-71.1672468,527716,256423,271293,1062.2006476190472,1023.64522,1005.9603174603175,971.5,432.87435960317464,0.9668296031746033,0.97816,0.755554761904762,0.760475,0.49082777777777803,0.499325,0.33982349206349205,0.32918000000000003,0.24672492063492063,0.2318,75862.80635357142,74473.385995,61627.69047619047,59248.5,59046.83056182541,86252.73099198406,86061.59477000001,76477.71428571429,75955.0,54440.724156349235,1900.9817173387098,1825.1327849999998,1835.3790322580646,1768.5,689.5669385483878,721.6828403225809,694.91611,695.2177419354839,666.5,260.6865888709677,0.034448629032258066,0.025349999999999998,0.04094306451612902,0.032369999999999996,0.15238120967741933,0.15277000000000002,0.7105020161290322,0.71572,0.3498945161290322,0.32702,0.2760346774193548,0.23491499999999998,0.3474667741935483,0.33081499999999997,0.8694623809523809,0.8866,0.8666205555555555,0.893235,0.8717094444444446,0.8966799999999999,39.2831707142857,40.248535000000004,39.51521142857143,40.791664999999995,21.718767222222212,41.790520873015865,42.701695,42.158729841269825,43.70833,22.49706007936509,0.5030163492063492,0.51602,0.01460936507936508,0.008885,0.09959404761904764,0.10006,0.18899999999999997,0.27699999999999997,50.44,504
South Carolina,32.1398723,35.150799,-83.1814127,-78.6258172,2461759,1194553,1267206,859.6429987432672,810.80199,811.967684021544,765.0,330.4727056193893,0.9625749192100534,0.98188,0.7397928725314179,0.7583300000000001,0.5065701256732492,0.51445,0.35448754039497293,0.35484,0.2611567324955119,0.25397,58800.69354491925,54698.14095,46065.18850987433,42698.0,48930.288525044874,68137.68534794966,64224.57561,57693.64208633093,53848.0,46809.07281636695,1283.3987000727286,1179.497825,1176.3345454545454,1083.5,552.1378020909092,402.9708026401446,370.22522000000004,371.45388788426766,341.0,184.71010994575045,0.02105833634719711,0.014480000000000002,0.023962007233273047,0.01786,0.08336197106690778,0.07296,0.5763440144665465,0.5761,0.507903471971067,0.46565,0.5373705786618445,0.5678,0.6022248282097644,0.64868,0.8452806250000005,0.84619,0.8330970071684582,0.83889,0.8570690714285719,0.861135,38.65729644007159,38.5632,38.342426923076935,38.41667,21.708944740608224,40.75325771428572,40.811170000000004,40.85074394642855,41.16667,22.308376125000006,0.5198112522361361,0.53997,0.0314449016100179,0.02624,0.09959415026833623,0.09597,0.188,0.34299999999999997,48.26,3492
South Dakota,42.7384901,45.8123364,-103.9491554,-96.5521016,471349,236300,235049,676.7777880952384,658.7267449999999,625.2857142857143,612.0,327.6595376984126,0.9063763492063495,0.932725,0.6194927777777777,0.63009,0.37420865079365084,0.369325,0.24138587301587297,0.241705,0.17088888888888892,0.16429,63506.93040390625,61779.93606,51350.4296875,48768.0,51877.662243124985,74623.97649250005,74995.355355,64653.8984375,64313.0,49847.8056965625,1272.986343359375,1281.7745850000001,1150.5546875,1175.5,573.1285989062499,463.61673742187503,449.10864,429.671875,422.0,210.59411781249997,0.014891953124999998,0.0109,0.017645859374999993,0.011545,0.06096296875,0.054680000000000006,0.5209379687500001,0.53304,0.53981125,0.524905,0.6246226562499998,0.653535,0.6762727343750001,0.727865,0.9055943750000002,0.9144200000000001,0.8921594531250007,0.899655,0.9194177343750003,0.92702,39.059823750000014,39.0261,38.843750234375,38.0,22.727800156249998,40.679731484375,41.02036,40.785156328125005,41.25,23.801549140625,0.5463918749999997,0.5666800000000001,0.009598281249999997,0.006144999999999999,0.10381765625000001,0.10331499999999999,0.18600000000000003,0.301,60.8,530
Tennessee,34.9941658,36.636308899999996,-90.0838623,-81.8163305,3367715,1643458,1724257,841.0186903921565,767.9035,796.5934640522876,729.0,316.8310758692812,0.9589959346405226,0.9766,0.7307714640522874,0.7440899999999999,0.48276583006535917,0.48462,0.3269768627450981,0.31701999999999997,0.23802784313725478,0.22666999999999998,60004.29391742821,54177.38950999999,47588.85509138381,41844.5,48885.94232745433,68849.47021738901,62629.70807000001,58781.55221932115,52893.5,46728.131049334246,1275.7332046335075,1175.5566,1176.8115183246073,1078.5,526.8301776178009,418.58740405511725,389.216445,387.70997375328085,359.0,178.37930139107598,0.023227832898172346,0.017585,0.02548787206266318,0.01918,0.07733881201044378,0.067275,0.5961667885117498,0.5889249999999999,0.47238792428198456,0.45242000000000004,0.5598595039164492,0.59425,0.5758613446475196,0.622665,0.8472939793281659,0.848125,0.8385327519379832,0.84127,0.8562863001293649,0.86029,38.51897462724932,39.15844,38.50417722365039,39.33333,21.556814100257093,40.56771145244214,41.15478,40.72825610539848,41.41667,22.14914557840615,0.521084498714653,0.556835,0.02110393316195373,0.015285,0.11921132390745495,0.115905,0.16899999999999998,0.344,46.13,4958
Texas,25.882015300000003,36.384904,-106.6178476,-93.705461,13935294,6916078,7019216,988.0275336957327,901.95749,942.9751915359358,854.0,352.28681035023703,0.9500807989784734,0.9725600000000001,0.7133395184239347,0.7317600000000001,0.4679085625684057,0.47284,0.3161443487778184,0.30833,0.22715067858445742,0.21345,69301.16338750465,62329.10035,56261.423315118394,48708.0,53637.21620931876,76223.54619249712,69681.34777000001,66230.43237331389,58114.0,49870.76508386791,1469.29934746174,1334.58459,1392.787234042553,1256.0,532.4460932512135,541.3581644807126,484.118555,513.763353115727,453.0,225.74405811943623,0.01525,0.006725,0.01688046528803544,0.008164999999999999,0.036827788035450615,0.02632,0.5498159638109319,0.561565,0.6432324815361887,0.550735,0.7497526772525859,0.7783399999999999,0.619179464549484,0.67687,0.8033782406397689,0.8412299999999999,0.8001504434750975,0.83501,0.807607376273653,0.84563,36.042718825881394,35.78045,35.04646796801157,34.25,21.13493614685571,37.785089218466,37.65618,37.175390723373354,36.58333,21.863084725554305,0.5255890730643417,0.5344399999999999,0.022750476190476217,0.01685,0.09801623773173407,0.09312999999999999,0.17,0.348,52.56,20659
Utah,37.0450849,41.821841799999994,-113.7006919,-109.2507541,1598815,804287,794528,1079.1389943827155,1031.292035,1023.1728395061729,959.0,390.4357072839505,0.9580398148148148,0.98055,0.7074177160493825,0.7279249999999999,0.44730250000000066,0.455545,0.2920836728395061,0.28776999999999997,0.20665873456790115,0.20055499999999998,76134.66721753085,71480.32561,64617.95987654321,61324.5,54109.69424941361,80959.0764925617,76216.562355,71810.75925925926,68062.0,49515.94788765435,1558.7554883540372,1470.11283,1485.3167701863354,1405.0,582.2875025776401,430.61552953271024,402.2057,403.18380062305295,377.0,169.1985469781933,0.03926944444444444,0.03243,0.0434846913580247,0.037575,0.11578481481481478,0.11336,0.6982749382716046,0.7018200000000001,0.334214475308642,0.28522499999999995,0.41284783950617276,0.38226,0.3744198456790124,0.36377499999999996,0.9109607076923079,0.93375,0.9096756307692309,0.93381,0.9117970769230763,0.93475,33.55665655384614,33.34313,31.22666664615387,30.5,21.050468523076916,34.59163430769232,34.70105,32.36179470769229,31.91667,21.51896766153845,0.5759348923076922,0.59783,0.013346984615384604,0.00864,0.08064873846153846,0.07306,0.23,0.278,67.84,2154
Vermont,42.8330172,44.9507744,-73.2835528,-71.70941859999999,313577,154456,159121,944.531722043011,915.95329,911.258064516129,872.0,385.8095338709677,0.9729823655913981,0.9852,0.7633373118279568,0.77988,0.4910063440860214,0.48325,0.3187766666666666,0.33494,0.2293129032258065,0.22801,67835.13523741934,65899.142,54699.11827956989,54263.0,54723.654348709664,79614.72383344085,78160.18736,68969.0,66531.0,52362.21201430106,1636.7281965591399,1597.6146199999998,1532.268817204301,1468.0,669.0513045161288,688.2467700000001,660.4801,641.6236559139785,621.0,289.9401573118281,0.014118709677419352,0.01195,0.017363548387096774,0.01461,0.11948623655913976,0.1139,0.630851182795699,0.6228600000000001,0.5217315053763442,0.49742,0.37842139784946244,0.38001999999999997,0.5227904301075268,0.55023,0.9132761290322581,0.9169799999999999,0.897938602150538,0.90696,0.9282267741935487,0.9324100000000001,41.56237784946237,41.48986,43.23745505376344,44.0,22.235504731182782,42.999694623655905,43.72605,44.70609333333333,45.66667,22.55267774193549,0.5395527956989248,0.55992,0.012806451612903232,0.00935,0.11656483870967749,0.11464,0.226,0.275,48.18,272
Virginia,36.5536946,39.3451723,-83.4491365,-75.5033128,4293918,2102950,2190968,1313.5269592012119,1183.60592,1267.3892821031345,1117.0,441.52510144590474,0.9642543983822042,0.98492,0.747492082912033,0.76279,0.48574237613751303,0.48794,0.3249889282103136,0.31982,0.22945391304347834,0.21673,86203.31083786068,75299.38197999999,73946.82845610495,62381.0,59660.02297285575,93633.35812590322,83725.88818,85623.12411705348,72359.0,54559.55021703323,1814.9782532142865,1685.218275,1734.534693877551,1596.5,688.1013693571422,547.3728321530605,495.9759,520.9295918367347,471.0,212.80171787755108,0.03616838414634143,0.028575,0.04182107723577236,0.033670000000000005,0.13829982723577242,0.137525,0.704402388211382,0.7343999999999999,0.36126855691056897,0.31621,0.34125256097560963,0.28635999999999995,0.36437307926829254,0.28809,0.8807268309859159,0.8998949999999999,0.8737263380281689,0.89418,0.8879213796576026,0.90176,37.906560905432634,38.21774,37.99891026156938,38.0,21.04167890342052,39.77507506036215,39.918000000000006,40.20062043259557,40.541664999999995,21.670981740442652,0.5366078068410464,0.55802,0.023313380281690162,0.017665,0.09018393360160964,0.08474000000000001,0.218,0.304,57.35,5323
Washington,45.5634331,48.980787799999995,-124.63540400000001,-117.0499947,3870279,1930122,1940157,1131.994584459627,1086.26144,1074.2434782608696,1020.0,443.2921088944098,0.9639138509316778,0.97906,0.7423987329192544,0.76754,0.48887178881987614,0.49451999999999996,0.32208116770186296,0.32573,0.22886221118012412,0.225,76292.64970555286,71831.67942,63358.89316770186,59128.0,56986.96800893167,85465.860955354,79971.63827000001,75774.84223602485,69973.0,53124.6515227205,1774.6280246499998,1712.79687,1700.71625,1652.0,664.0940849874996,549.4126281932245,520.28346,525.883312421581,505.0,221.20999015056455,0.03217957499999998,0.026935,0.03693295,0.030860000000000002,0.11600180000000006,0.112885,0.6859359250000003,0.700225,0.38792449999999973,0.34023000000000003,0.40625489999999975,0.38434,0.39716537500000015,0.367525,0.8971675248756221,0.917435,0.8910997512437806,0.91477,0.9034332960199015,0.925955,38.20438152795034,38.20303,38.04989649689439,37.41667,21.29868849689442,39.66233777639756,39.79195,39.58312638509316,39.08333,22.01965847204969,0.523614459627329,0.53277,0.01531550310559007,0.01037,0.10955710559006224,0.10611,0.235,0.287,56.44,4515
West Virginia,37.251762,40.596996999999995,-82.524199,-77.76690570000001,1045789,517338,528451,674.7191203018867,646.60287,642.0679245283019,629.0,270.1087184528301,0.9281160377358498,0.9459799999999999,0.6855858113207552,0.7035600000000001,0.4584110566037736,0.46591000000000005,0.3159086037735848,0.30337,0.23969049056603778,0.21984,54518.852435735884,52153.12253,41656.762264150944,40342.0,47323.21103913209,64959.64263984908,62935.65331,54344.06037735849,52000.0,46004.68033724527,1058.2533255681815,1016.776855,964.530303030303,917.0,468.9371065151514,329.7806101509433,316.39959,304.8188679245283,295.0,152.70843116981143,0.012764943396226414,0.0078,0.014840679245283017,0.010159999999999999,0.05496135849056605,0.047619999999999996,0.47548966037735846,0.47768,0.6084173207547172,0.5361199999999999,0.6549372452830189,0.68566,0.7686956226415096,0.80971,0.8542733584905661,0.85662,0.8476581132075469,0.85341,0.8611581886792449,0.86145,40.70328166037735,41.08939,41.288993773584906,41.83333,22.259527396226435,42.78294750943393,43.16194,43.708805132075454,44.75,23.05151294339623,0.5172141132075473,0.53288,0.015122603773584905,0.01009,0.1313540377358491,0.12828,0.151,0.395,33.42,1193
Wisconsin,42.5077277,46.9406451,-92.75772140000001,-87.24431949999999,3009899,1494100,1515799,844.0830816895597,804.4027800000001,796.9038461538462,767.0,323.8412629395606,0.9548560164835158,0.96908,0.7008451648351648,0.70888,0.45403853021978013,0.446465,0.31082607142857155,0.287415,0.22735517857142826,0.204315,64952.289489863244,62591.06652000001,53680.04924760602,51821.0,49869.982710779776,75544.00286646579,73357.06022,66559.05068493151,64823.5,47647.85180199996,1479.5313266391177,1411.555305,1389.6487603305786,1330.0,568.2898082506886,572.2163935034483,547.67344,542.8951724137931,522.0,210.58239446896545,0.030531746905089394,0.02574,0.03504508940852819,0.03073,0.12126429160935354,0.12072000000000001,0.6504079504814307,0.65776,0.37364507565337035,0.34135,0.3800615818431914,0.35108,0.47293909215956026,0.46958999999999995,0.896382667578659,0.91714,0.8866062517099864,0.91054,0.9061203283173733,0.92658,38.60147660738716,39.113209999999995,38.540811751026,38.91667,21.71958470588237,40.22524270861834,40.85865,40.47891024623805,41.66667,22.464154008207913,0.5086769493844046,0.55771,0.011003885088919288,0.00675,0.10138425444596455,0.09978,0.212,0.32,58.87,3573
Wyoming,41.108643,44.8408508,-110.96275800000001,-104.0893488,345577,175935,169642,879.6789470270265,830.726285,823.9459459459459,804.5,353.3646947297296,0.917889054054054,0.9383599999999999,0.6201756756756756,0.63249,0.35699945945945954,0.36064,0.23243837837837844,0.22366000000000003,0.16296297297297296,0.14353,71906.9813722973,71613.37781,59417.82432432433,59171.0,54263.30645959459,80806.51574594593,78969.47258500001,71542.13513513513,70093.5,50745.77432837838,1420.4465161643836,1364.19079,1347.849315068493,1302.0,553.6219147945206,415.9311506849315,406.47741,382.041095890411,378.0,187.63604534246576,0.03102337837837838,0.02569,0.03428945945945946,0.028040000000000002,0.06398297297297298,0.06078,0.5711914864864864,0.5678000000000001,0.3971960810810812,0.36597500000000005,0.6152762162162163,0.624955,0.6159021621621621,0.66489,0.9234094594594595,0.93144,0.9194800000000001,0.9279600000000001,0.927437837837838,0.928855,37.70483067567567,38.06657,37.39301837837838,37.583335000000005,21.54772594594595,38.764638513513525,38.855194999999995,38.192567297297295,37.833335000000005,22.357369459459466,0.5501359459459457,0.559175,0.014016216216216215,0.010270000000000001,0.11651081081081081,0.11246,0.23,0.29,48.9,416
